T(K)           P(bar)         H2O,wt%        rho,kg/m3     
  1327.49        5283.13       0.114967E-001   3211.72     
  1333.22        5283.13       0.114967E-001   3211.00     
  1338.95        5283.13       0.114967E-001   3210.16     
  1344.68        5283.13       0.114967E-001   3209.51     
  1350.41        5283.13       0.114967E-001   3208.94     
  1356.14        5283.13       0.114967E-001   3208.04     
  1361.88        5283.13       0.114967E-001   3207.52     
  1367.61        5283.13       0.114967E-001   3206.81     
  1373.34        5283.13       0.114967E-001   3206.11     
  1379.07        5283.13       0.114967E-001   3205.35     
  1384.80        5283.13       0.114967E-001   3204.60     
  1390.53        5283.13       0.114967E-001   3203.85     
  1396.26        5283.13       0.114967E-001   3203.00     
  1401.99        5283.13       0.114967E-001   3202.28     
  1407.72        5283.13       0.114967E-001   3201.58     
  1413.45        5283.13       0.114967E-001   3200.80     
  1419.18        5283.13       0.114967E-001   3200.09     
  1424.92        5283.13        0.00000        3199.10     
  1430.65        5283.13        0.00000        3198.59     
  1436.38        5283.13        0.00000        3197.91     
  1442.11        5283.13        0.00000        3197.22     
  1447.84        5283.13        0.00000        3202.19     
  1453.57        5283.13        0.00000        3210.40     
  1459.30        5283.13        0.00000        3209.22     
  1465.03        5283.13        0.00000        3207.90     
  1470.76        5283.13        0.00000        3206.58     
  1476.49        5283.13        0.00000        3205.20     
  1482.22        5283.13        0.00000        3204.13     
  1487.96        5283.13        0.00000        3202.91     
  1493.69        5283.13        0.00000        3201.96     
  1499.42        5283.13        0.00000        3200.98     
  1505.15        5283.13        0.00000        3199.98     
  1510.88        5283.13        0.00000        3199.03     
  1516.61        5283.13        0.00000        3198.03     
  1522.34        5283.13        0.00000        3197.01     
  1528.07        5283.13        0.00000        3196.05     
  1533.80        5283.13        0.00000        3195.05     
  1539.53        5283.13        0.00000        3194.04     
  1545.27        5283.13        0.00000        3193.00     
  1551.00        5283.13        0.00000        3191.98     
  1556.73        5283.13        0.00000        3190.98     
  1562.46        5283.13        0.00000        3189.90     
  1568.19        5283.13        0.00000        3188.86     
  1573.92        5283.13        0.00000        3187.77     
  1579.65        5283.13        0.00000        3186.72     
  1585.38        5283.13        0.00000        3185.66     
  1591.11        5283.13        0.00000        3184.57     
  1596.84        5283.13        0.00000        3183.54     
  1602.57        5283.13        0.00000        3182.38     
  1608.31        5283.13        0.00000        3181.28     
  1614.04        5283.13        0.00000        3180.21     
  1619.77        5283.13        0.00000        3179.03     
  1625.50        5283.13        0.00000        3177.89     
  1631.23        5283.13        0.00000        3176.82     
  1636.96        5283.13        0.00000        3175.62     
  1642.69        5283.13        0.00000        3174.44     
  1648.42        5283.13        0.00000        3173.33     
  1654.15        5283.13        0.00000        3172.10     
  1659.88        5283.13        0.00000        3170.91     
  1665.61        5283.13        0.00000        3169.76     
  1671.35        5283.13        0.00000        3168.51     
  1677.08        5283.13        0.00000        3167.27     
  1682.81        5283.13        0.00000        3166.06     
  1688.54        5283.13        0.00000        3164.83     
  1694.27        5283.13        0.00000        3163.57     
  1700.00        5283.13        0.00000        3162.30     
  273.000        5598.39        12.6695        2698.63     
  278.731        5598.39        12.5828        2701.63     
  284.462        5598.39        12.5828        2701.25     
  290.193        5598.39        12.5828        2700.92     
  295.924        5598.39        12.5828        2700.46     
  301.655        5598.39        12.5828        2700.17     
  307.386        5598.39        12.5828        2699.77     
  313.116        5598.39        12.5828        2699.38     
  318.847        5598.39        12.5828        2698.96     
  324.578        5598.39        12.5828        2698.61     
  330.309        5598.39        12.5249        2700.73     
  336.040        5598.39        12.5249        2700.46     
  341.771        5598.39        12.3788        2711.53     
  347.502        5598.39        12.3787        2711.12     
  353.233        5598.39        12.3788        2710.70     
  358.964        5598.39        12.3789        2710.41     
  364.695        5598.39        12.3790        2710.01     
  370.426        5598.39        12.3778        2709.46     
  376.157        5598.39        12.3774        2708.93     
  381.888        5598.39        12.3774        2715.79     
  387.618        5598.39        12.3774        2715.39     
  393.349        5598.39        12.3774        2713.61     
  399.080        5598.39        12.3774        2713.20     
  404.811        5598.39        12.3774        2712.33     
  410.542        5598.39        12.3774        2691.14     
  416.273        5598.39        12.3774        2690.57     
  422.004        5598.39        12.3774        2689.99     
  427.735        5598.39        12.3774        2689.40     
  433.466        5598.39        12.3777        2688.84     
  439.197        5598.39        12.3774        2688.20     
  444.928        5598.39        12.3775        2687.61     
  450.659        5598.39        12.3775        2687.02     
  456.390        5598.39        12.3776        2686.43     
  462.120        5598.39        12.3777        2685.83     
  467.851        5598.39        12.3778        2685.23     
  473.582        5598.39        12.3778        2684.68     
  479.313        5598.39        12.3779        2684.15     
  485.044        5598.39        12.3779        2683.62     
  490.775        5598.39        12.3780        2683.08     
  496.506        5598.39        12.3780        2682.55     
  502.237        5598.39        12.3781        2682.01     
  507.968        5598.39        12.3781        2681.47     
  513.699        5598.39        12.3529        2681.94     
  519.430        5598.39        12.3152        2682.90     
  525.161        5598.39        12.2775        2683.86     
  530.892        5598.39        12.2397        2684.82     
  536.622        5598.39        12.2075        2685.56     
  542.353        5598.39        12.1707        2686.49     
  548.084        5598.39        12.1214        2687.89     
